cid,contributor_code,collection_code,contribsys_id
001283005,MIU,MIU,miu001283005
001283049,MIU,MIU,miu001283049
001283303,MIU,MIU,miu001283303
001283337,MIU,MIU,miu001283337
001283423,MIU,MIU,miu001283423
001283437,MIU,MIU,miu001283437
001283444,MIU,MIU,miu001283444
001283486,MIU,MIU,miu001283486
001283578,MIU,MIU,miu001283578
001283611,MIU,MIU,miu001283611
001283705,MIU,MIU,miu001283705
001283707,MIU,MIU,miu001283707
001283713,MIU,MIU,miu001283713
001283822,MIU,MIU,miu001283822
001283857,MIU,MIU,miu001283857
001283876,MIU,MIU,miu001283876
001283884,MIU,MIU,miu001283884
001283885,MIU,MIU,miu001283885
001283887,MIU,MIU,miu001283887
001283888,MIU,MIU,miu001283888
001283911,MIU,MIU,miu001283911
001283927,MIU,MIU,miu001283927
001283938,MIU,MIU,miu001283938
001283943,MIU,MIU,miu001283943
001283955,MIU,MIU,miu001283955
001283998,MIU,MIU,miu001283998
001284032,MIU,MIU,miu001284032
001284085,MIU,MIU,miu001284085
001284087,MIU,MIU,miu001284087
001284088,MIU,MIU,miu001284088
001284092,MIU,MIU,miu001284092
001284113,MIU,MIU,miu001284113
001284223,MIU,MIU,miu001284223
001284366,MIU,MIU,miu001284366
001284582,MIU,MIU,miu001284582
001284624,MIU,MIU,miu001284624
001284742,MIU,MIU,miu001284742
001284779,MIU,MIU,miu001284779
001284780,MIU,MIU,miu001284780
001284781,MIU,MIU,miu001284781
001284805,MIU,MIU,miu001284805
001284892,MIU,MIU,miu001284892
001284911,MIU,MIU,miu001284911
001284929,MIU,MIU,miu001284929
001284959,MIU,MIU,miu001284959
001284985,MIU,MIU,miu001284985
001285046,MIU,MIU,miu001285046
001285082,MIU,MIU,miu001285082
001285138,MIU,MIU,miu001285138
001285151,MIU,MIU,miu001285151
001285153,MIU,MIU,miu001285153
001285336,MIU,MIU,miu001285336
001285358,MIU,MIU,miu001285358
001285369,MIU,MIU,miu001285369
001285416,MIU,MIU,miu001285416
001285419,MIU,MIU,miu001285419
001285456,MIU,MIU,miu001285456
001285462,MIU,MIU,miu001285462
001285463,MIU,MIU,miu001285463
001285479,MIU,MIU,miu001285479
001285498,MIU,MIU,miu001285498
001285506,MIU,MIU,miu001285506
001285591,MIU,MIU,miu001285591
001285608,MIU,MIU,miu001285608
001285616,MIU,MIU,miu001285616
001285659,MIU,MIU,miu001285659
001285686,MIU,MIU,miu001285686
001285726,MIU,MIU,miu001285726
001285765,MIU,MIU,miu001285765
001285906,MIU,MIU,miu001285906
001285941,MIU,MIU,miu001285941
001285947,MIU,MIU,miu001285947
001286031,MIU,MIU,miu001286031
001286334,MIU,MIU,miu001286334
001286334,MIU,GWLA,miu001286334
001286339,MIU,MIU,miu001286339
001286343,MIU,MIU,miu001286343
001286357,MIU,MIU,miu001286357
001286362,MIU,MIU,miu001286362
001286368,MIU,MIU,miu001286368
001286369,MIU,MIU,miu001286369
001286370,MIU,MIU,miu001286370
001286377,MIU,MIU,miu001286377
001286381,MIU,MIU,miu001286381
001286384,MIU,MIU,miu001286384
001286386,MIU,MIU,miu001286386
001286388,MIU,MIU,miu001286388
001286389,MIU,MIU,miu001286389
001286417,MIU,MIU,miu001286417
001286420,MIU,MIU,miu001286420
001286422,MIU,MIU,miu001286422
001286428,MIU,MIU,miu001286428
001286431,MIU,MIU,miu001286431
001286437,MIU,MIU,miu001286437
001286440,MIU,MIU,miu001286440
001287181,MIU,MIU,miu001287181
001287188,MIU,MIU,miu001287188
001287202,MIU,MIU,miu001287202
001287212,MIU,MIU,miu001287212
001287215,MIU,MIU,miu001287215
001287263,MIU,MIU,miu001287263
001287281,MIU,MIU,miu001287281
001287285,MIU,MIU,miu001287285
001287288,MIU,MIU,miu001287288
001287305,MIU,MIU,miu001287305
001287327,MIU,MIU,miu001287327
001287333,MIU,MIU,miu001287333
001287337,MIU,MIU,miu001287337
001287340,MIU,MIU,miu001287340
001287341,MIU,MIU,miu001287341
001287365,MIU,MIU,miu001287365
001287414,MIU,MIU,miu001287414
001287439,MIU,MIU,miu001287439
001287442,MIU,MIU,miu001287442
001287446,MIU,MIU,miu001287446
001287484,MIU,MIU,miu001287484
001287494,MIU,MIU,miu001287494
100033972,MIU,MIU,miu001287498
001287548,MIU,MIU,miu001287548
001287581,MIU,MIU,miu001287581
001287601,MIU,MIU,miu001287601
001287613,MIU,MIU,miu001287613
001287630,MIU,MIU,miu001287630
001287634,MIU,MIU,miu001287634
001287646,MIU,MIU,miu001287646
001287674,MIU,MIU,miu001287674
001287747,MIU,MIU,miu001287747
001287750,MIU,MIU,miu001287750
001287853,MIU,MIU,miu001287853
001287968,MIU,MIU,miu001287968
001288007,MIU,MIU,miu001288007
001288035,MIU,MIU,miu001288035
001288036,MIU,MIU,miu001288036
001288058,MIU,MIU,miu001288058
001288074,MIU,MIU,miu001288074
001288090,MIU,MIU,miu001288090
001288096,MIU,MIU,miu001288096
001288111,MIU,MIU,miu001288111
001288165,MIU,MIU,miu001288165
001288172,MIU,MIU,miu001288172
001288201,MIU,MIU,miu001288201
001288214,MIU,MIU,miu001288214
001288223,MIU,MIU,miu001288223
001288303,MIU,MIU,miu001288303
001288620,MIU,MIU,miu001288620
001289009,MIU,MIU,miu001289009
001289013,MIU,MIU,miu001289013
001289193,MIU,MIU,miu001289193
001289438,MIU,MIU,miu001289438
001289487,MIU,MIU,miu001289487
001289584,MIU,MIU,miu001289584
001289713,MIU,MIU,miu001289713
001289747,MIU,MIU,miu001289747
001290244,MIU,MIU,miu001290244
001290804,MIU,MIU,miu001290804
001290884,MIU,MIU,miu001290884
001290927,MIU,MIU,miu001290927
001291065,MIU,MIU,miu001291065
001291132,MIU,MIU,miu001291132
001291172,MIU,MIU,miu001291172
001291212,MIU,MIU,miu001291212
001291400,MIU,MIU,miu001291400
001291402,MIU,MIU,miu001291402
001291913,MIU,MIU,miu001291913
001291914,MIU,MIU,miu001291914
001292580,MIU,MIU,miu001292580
001292745,MIU,MIU,miu001292745
001293234,MIU,MIU,miu001293234
001293238,MIU,MIU,miu001293238
001293333,MIU,MIU,miu001293333
001293386,MIU,MIU,miu001293386
001293959,MIU,MIU,miu001293959
001293984,MIU,MIU,miu001293984
001294986,MIU,MIU,miu001294986
001295016,MIU,MIU,miu001295016
001295076,MIU,MIU,miu001295076
001295106,MIU,MIU,miu001295106
001295462,MIU,MIU,miu001295462
001295527,MIU,MIU,miu001295527
001295777,MIU,MIU,miu001295777
001295983,MIU,MIU,miu001295983
001296413,MIU,MIU,miu001296413
001296613,MIU,MIU,miu001296613
001296684,MIU,MIU,miu001296684
001296975,MIU,MIU,miu001296975
001297459,MIU,MIU,miu001297459
001297471,MIU,MIU,miu001297471
001297472,MIU,MIU,miu001297472
001297473,MIU,MIU,miu001297473
001297474,MIU,MIU,miu001297474
001297479,MIU,MIU,miu001297479
001297481,MIU,MIU,miu001297481
001297482,MIU,MIU,miu001297482
000077035,MIU,MIU,miu001297484
001297484,MIU,MIU,miu001297484
001297489,MIU,MIU,miu001297489
001297490,MIU,MIU,miu001297490
001297491,MIU,MIU,miu001297491
001297492,MIU,MIU,miu001297492
001297499,MIU,MIU,miu001297499
001297502,MIU,MIU,miu001297502
001297503,MIU,MIU,miu001297503
001297504,MIU,MIU,miu001297504
001297506,MIU,MIU,miu001297506
001297507,MIU,MIU,miu001297507
001297509,MIU,MIU,miu001297509
001297510,MIU,MIU,miu001297510
001297911,MIU,MIU,miu001297911
001298087,MIU,MIU,miu001298087
001298117,MIU,MIU,miu001298117
001298119,MIU,MIU,miu001298119
001298120,MIU,MIU,miu001298120
001298167,MIU,MIU,miu001298167
001298168,MIU,MIU,miu001298168
001298169,MIU,MIU,miu001298169
001298170,MIU,MIU,miu001298170
001298171,MIU,MIU,miu001298171
001298226,MIU,MIU,miu001298226
001298245,MIU,MIU,miu001298245
001298371,MIU,GWLA,miu001298371
001298386,MIU,MIU,miu001298386
001298475,MIU,MIU,miu001298475
001298657,MIU,MIU,miu001298657
001298720,MIU,MIU,miu001298720
001298817,MIU,MIU,miu001298817
001299021,MIU,MIU,miu001299021
001299286,MIU,MIU,miu001299286
001299290,MIU,MIU,miu001299290
001299303,MIU,MIU,miu001299303
001299304,MIU,MIU,miu001299304
001299312,MIU,MIU,miu001299312
001299313,MIU,MIU,miu001299313
001299314,MIU,MIU,miu001299314
001299316,MIU,MIU,miu001299316
001299318,MIU,MIU,miu001299318
001299319,MIU,MIU,miu001299319
001299320,MIU,MIU,miu001299320
001299321,MIU,MIU,miu001299321
001299324,MIU,MIU,miu001299324
001299330,MIU,MIU,miu001299330
001299331,MIU,MIU,miu001299331
001299334,MIU,MIU,miu001299334
001299336,MIU,MIU,miu001299336
001299337,MIU,MIU,miu001299337
001299338,MIU,MIU,miu001299338
001299347,MIU,MIU,miu001299347
001299352,MIU,MIU,miu001299352
001299420,MIU,MIU,miu001299420
001299438,MIU,MIU,miu001299438
001299472,MIU,MIU,miu001299472
001299482,MIU,MIU,miu001299482
001299500,MIU,MIU,miu001299500
001299507,MIU,MIU,miu001299507
001299745,MIU,MIU,miu001299745
001299766,MIU,MIU,miu001299766
001300102,MIU,MIU,miu001300102
001300166,MIU,MIU,miu001300166
001300300,MIU,MIU,miu001300300
001300796,MIU,MIU,miu001300796
001300798,MIU,MIU,miu001300798
001300803,MIU,MIU,miu001300803
001300804,MIU,MIU,miu001300804
001300808,MIU,MIU,miu001300808
001300810,MIU,MIU,miu001300810
001300813,MIU,MIU,miu001300813
001300816,MIU,MIU,miu001300816
001300818,MIU,MIU,miu001300818
001300820,MIU,MIU,miu001300820
001300827,MIU,MIU,miu001300827
001300828,MIU,MIU,miu001300828
001300829,MIU,MIU,miu001300829
001300830,MIU,MIU,miu001300830
001300834,MIU,MIU,miu001300834
001300835,MIU,MIU,miu001300835
001300837,MIU,MIU,miu001300837
001300838,MIU,MIU,miu001300838
001300851,MIU,MIU,miu001300851
001300852,MIU,MIU,miu001300852
001300857,MIU,MIU,miu001300857
001300858,MIU,MIU,miu001300858
001300859,MIU,MIU,miu001300859
001300863,MIU,MIU,miu001300863
001300979,MIU,MIU,miu001300979
001301617,MIU,MIU,miu001301617
001301748,MIU,MIU,miu001301748
001301828,MIU,MIU,miu001301828
001302233,MIU,MIU,miu001302233
001302256,MIU,MIU,miu001302256
001302266,MIU,MIU,miu001302266
001302270,MIU,MIU,miu001302270
001302287,MIU,MIU,miu001302287
001302290,MIU,MIU,miu001302290
001302293,MIU,MIU,miu001302293
001302456,MIU,MIU,miu001302456
001302462,MIU,MIU,miu001302462
001302547,MIU,MIU,miu001302547
001302551,MIU,MIU,miu001302551
001302776,MIU,MIU,miu001302776
001302906,MIU,MIU,miu001302906
001302955,MIU,MIU,miu001302955
001302995,MIU,MIU,miu001302995
001303038,MIU,MIU,miu001303038
001303375,MIU,MIU,miu001303375
001303377,MIU,MIU,miu001303377
001303379,MIU,MIU,miu001303379
001303380,MIU,MIU,miu001303380
001303386,MIU,MIU,miu001303386
001303388,MIU,MIU,miu001303388
001303389,MIU,MIU,miu001303389
001303390,MIU,MIU,miu001303390
001303392,MIU,MIU,miu001303392
001303401,MIU,MIU,miu001303401
001303404,MIU,MIU,miu001303404
001303412,MIU,MIU,miu001303412
001303414,MIU,MIU,miu001303414
001303415,MIU,MIU,miu001303415
001303416,MIU,MIU,miu001303416
001303423,MIU,MIU,miu001303423
001303424,MIU,MIU,miu001303424
001303426,MIU,MIU,miu001303426
001303429,MIU,MIU,miu001303429
001303430,MIU,MIU,miu001303430
001303432,MIU,MIU,miu001303432
001303553,MIU,MIU,miu001303553
001303609,MIU,MIU,miu001303609
001303737,MIU,MIU,miu001303737
001303950,MIU,MIU,miu001303950
001304117,MIU,MIU,miu001304117
001304136,MIU,MIU,miu001304136
001304137,MIU,MIU,miu001304137
001304205,MIU,MIU,miu001304205
001304231,MIU,MIU,miu001304231
001304236,MIU,MIU,miu001304236
001304246,MIU,MIU,miu001304246
001304422,MIU,MIU,miu001304422
001304515,MIU,MIU,miu001304515
001304530,MIU,MIU,miu001304530
001304571,MIU,MIU,miu001304571
001304743,MIU,MIU,miu001304743
001304761,MIU,MIU,miu001304761
001304849,MIU,MIU,miu001304849
001304882,MIU,MIU,miu001304882
001304885,MIU,MIU,miu001304885
001305388,MIU,MIU,miu001305388
001305389,MIU,MIU,miu001305389
001305390,MIU,MIU,miu001305390
001305392,MIU,MIU,miu001305392
001305394,MIU,MIU,miu001305394
001305397,MIU,MIU,miu001305397
001305408,MIU,MIU,miu001305408
001305410,MIU,MIU,miu001305410
001305413,MIU,MIU,miu001305413
001305414,MIU,MIU,miu001305414
001305415,MIU,MIU,miu001305415
001305419,MIU,MIU,miu001305419
001305425,MIU,MIU,miu001305425
001305427,MIU,MIU,miu001305427
001305428,MIU,MIU,miu001305428
001305430,MIU,MIU,miu001305430
001305431,MIU,MIU,miu001305431
001305432,MIU,MIU,miu001305432
001305433,MIU,MIU,miu001305433
001305436,MIU,MIU,miu001305436
001305438,MIU,MIU,miu001305438
001305473,MIU,MIU,miu001305473
001305538,MIU,MIU,miu001305538
001305596,MIU,MIU,miu001305596
001305722,MIU,MIU,miu001305722
001305815,MIU,MIU,miu001305815
001305943,MIU,MIU,miu001305943
001306035,MIU,MIU,miu001306035
001306360,MIU,MIU,miu001306360
001306362,MIU,MIU,miu001306362
001306621,MIU,MIU,miu001306621
001306627,MIU,MIU,miu001306627
001306628,MIU,MIU,miu001306628
001306633,MIU,MIU,miu001306633
001306635,MIU,MIU,miu001306635
001306639,MIU,MIU,miu001306639
001306642,MIU,MIU,miu001306642
001306643,MIU,MIU,miu001306643
001306644,MIU,MIU,miu001306644
001306645,MIU,MIU,miu001306645
001306646,MIU,MIU,miu001306646
001306649,MIU,MIU,miu001306649
001306650,MIU,MIU,miu001306650
001306654,MIU,MIU,miu001306654
001306656,MIU,MIU,miu001306656
001306681,MIU,MIU,miu001306681
001306708,MIU,MIU,miu001306708
001306709,MIU,MIU,miu001306709
001306745,MIU,MIU,miu001306745
001306747,MIU,MIU,miu001306747
001306777,MIU,MIU,miu001306777
001306819,MIU,MIU,miu001306819
001306827,MIU,MIU,miu001306827
001306830,MIU,MIU,miu001306830
001306834,MIU,MIU,miu001306834
001306835,MIU,MIU,miu001306835
001306841,MIU,MIU,miu001306841
001306845,MIU,MIU,miu001306845
001306853,MIU,MIU,miu001306853
001306867,MIU,MIU,miu001306867
001306869,MIU,MIU,miu001306869
001306872,MIU,MIU,miu001306872
001306884,MIU,MIU,miu001306884
001306887,MIU,MIU,miu001306887
001306888,MIU,MIU,miu001306888
001306890,MIU,MIU,miu001306890
001306891,MIU,MIU,miu001306891
001306893,MIU,MIU,miu001306893
001306915,MIU,MIU,miu001306915
001306925,MIU,MIU,miu001306925
001307010,MIU,MIU,miu001307010
001307128,MIU,MIU,miu001307128
001307159,MIU,MIU,miu001307159
001307214,MIU,MIU,miu001307214
001307261,MIU,MIU,miu001307261
001307418,MIU,MIU,miu001307418
001307617,MIU,MIU,miu001307617
001308243,MIU,MIU,miu001308243
001309338,MIU,MIU,miu001309338
001309483,MIU,MIU,miu001309483
001309548,MIU,MIU,miu001309548
001309550,MIU,MIU,miu001309550
001309554,MIU,MIU,miu001309554
001309592,MIU,MIU,miu001309592
001309600,MIU,MIU,miu001309600
001309605,MIU,MIU,miu001309605
001309614,MIU,MIU,miu001309614
001309979,MIU,MIU,miu001309979
001310114,MIU,MIU,miu001310114
001310197,MIU,MIU,miu001310197
001310255,MIU,MIU,miu001310255
001310273,MIU,MIU,miu001310273
001310425,MIU,MIU,miu001310425
001310472,MIU,MIU,miu001310472
001310489,MIU,MIU,miu001310489
001310506,MIU,MIU,miu001310506
001310534,MIU,MIU,miu001310534
001310542,MIU,MIU,miu001310542
001310570,MIU,MIU,miu001310570
001310607,MIU,MIU,miu001310607
001310608,MIU,MIU,miu001310608
001310610,MIU,MIU,miu001310610
001310637,MIU,MIU,miu001310637
001310718,MIU,MIU,miu001310718
001310739,MIU,MIU,miu001310739
001310793,MIU,MIU,miu001310793
001310797,MIU,MIU,miu001310797
001310802,MIU,MIU,miu001310802
001310807,MIU,MIU,miu001310807
001310824,MIU,MIU,miu001310824
001310853,MIU,MIU,miu001310853
001311189,MIU,MIU,miu001311189
001311389,MIU,MIU,miu001311389
001311496,MIU,MIU,miu001311496
001311721,MIU,MIU,miu001311721
001312024,MIU,MIU,miu001312024
001312025,MIU,MIU,miu001312025
001312268,MIU,MIU,miu001312268
001312343,MIU,MIU,miu001312343
001312352,MIU,MIU,miu001312352
001312353,MIU,MIU,miu001312353
001312363,MIU,MIU,miu001312363
001312366,MIU,MIU,miu001312366
001312369,MIU,MIU,miu001312369
001312372,MIU,MIU,miu001312372
001312378,MIU,MIU,miu001312378
001312396,MIU,MIU,miu001312396
001312481,MIU,MIU,miu001312481
001312528,MIU,MIU,miu001312528
001312564,MIU,MIU,miu001312564
001312590,MIU,MIU,miu001312590
001312598,MIU,MIU,miu001312598
001312624,MIU,MIU,miu001312624
001312691,MIU,MIU,miu001312691
001312720,MIU,MIU,miu001312720
001312732,MIU,MIU,miu001312732
001312809,MIU,MIU,miu001312809
001312863,MIU,MIU,miu001312863
001312885,MIU,MIU,miu001312885
001312902,MIU,MIU,miu001312902
001312936,MIU,MIU,miu001312936
001312972,MIU,MIU,miu001312972
001313075,MIU,MIU,miu001313075
001313140,MIU,MIU,miu001313140
001313142,MIU,MIU,miu001313142
001313145,MIU,MIU,miu001313145
001313147,MIU,MIU,miu001313147
001313150,MIU,MIU,miu001313150
001313153,MIU,MIU,miu001313153
001313154,MIU,MIU,miu001313154
001313168,MIU,MIU,miu001313168
001313211,MIU,MIU,miu001313211
001313213,MIU,MIU,miu001313213
001313218,MIU,MIU,miu001313218
001313305,MIU,MIU,miu001313305
001313332,MIU,MIU,miu001313332
001313333,MIU,MIU,miu001313333
001313335,MIU,MIU,miu001313335
001313374,MIU,MIU,miu001313374
001313381,MIU,MIU,miu001313381
001313417,MIU,MIU,miu001313417
001313423,MIU,MIU,miu001313423
001313426,MIU,MIU,miu001313426
001313431,MIU,MIU,miu001313431
001313459,MIU,MIU,miu001313459
001313464,MIU,MIU,miu001313464
001313476,MIU,MIU,miu001313476
001313478,MIU,MIU,miu001313478
001313486,MIU,MIU,miu001313486
001313488,MIU,MIU,miu001313488
001313507,MIU,MIU,miu001313507
001313517,MIU,MIU,miu001313517
001313533,MIU,MIU,miu001313533
001313591,MIU,MIU,miu001313591
001313648,MIU,MIU,miu001313648
001313670,MIU,MIU,miu001313670
001313673,MIU,MIU,miu001313673
001313693,MIU,MIU,miu001313693
001313731,MIU,MIU,miu001313731
001313735,MIU,MIU,miu001313735
001313749,MIU,MIU,miu001313749
001313766,MIU,MIU,miu001313766
001313772,MIU,MIU,miu001313772
001313792,MIU,MIU,miu001313792
001313793,MIU,MIU,miu001313793
001313814,MIU,MIU,miu001313814
001313817,MIU,MIU,miu001313817
001313819,MIU,MIU,miu001313819
001313836,MIU,MIU,miu001313836
001313852,MIU,MIU,miu001313852
001313861,MIU,MIU,miu001313861
001313863,MIU,MIU,miu001313863
001313865,MIU,MIU,miu001313865
001313884,MIU,MIU,miu001313884
001313885,MIU,MIU,miu001313885
001313897,MIU,MIU,miu001313897
001313903,MIU,MIU,miu001313903
001313962,MIU,MIU,miu001313962
001313964,MIU,MIU,miu001313964
001313966,MIU,MIU,miu001313966
001313967,MIU,MIU,miu001313967
001313970,MIU,MIU,miu001313970
001313972,MIU,MIU,miu001313972
001313973,MIU,MIU,miu001313973
001313979,MIU,MIU,miu001313979
001313992,MIU,MIU,miu001313992
001313996,MIU,MIU,miu001313996
001314005,MIU,MIU,miu001314005
001314047,MIU,MIU,miu001314047
001314100,MIU,MIU,miu001314100
001314315,MIU,MIU,miu001314315
001314319,MIU,MIU,miu001314319
001314325,MIU,MIU,miu001314325
001314329,MIU,MIU,miu001314329
001314347,MIU,MIU,miu001314347
001314382,MIU,MIU,miu001314382
001314385,MIU,MIU,miu001314385
001314403,MIU,MIU,miu001314403
001314440,MIU,MIU,miu001314440
001314573,MIU,MIU,miu001314573
001314574,MIU,MIU,miu001314574
001314599,MIU,MIU,miu001314599
001314653,MIU,MIU,miu001314653
001314695,MIU,MIU,miu001314695
001314697,MIU,MIU,miu001314697
001314709,MIU,MIU,miu001314709
001314873,MIU,MIU,miu001314873
001315192,MIU,MIU,miu001315192
001315382,MIU,MIU,miu001315382
001315465,MIU,MIU,miu001315465
001315593,MIU,MIU,miu001315593
001315631,MIU,MIU,miu001315631
001315710,MIU,MIU,miu001315710
001316186,MIU,MIU,miu001316186
001316187,MIU,MIU,miu001316187
001316189,MIU,MIU,miu001316189
001316268,MIU,MIU,miu001316268
001316333,MIU,MIU,miu001316333
001316466,MIU,MIU,miu001316466
001316515,MIU,MIU,miu001316515
001316538,MIU,MIU,miu001316538
001316900,MIU,MIU,miu001316900
001316911,MIU,MIU,miu001316911
001317140,MIU,MIU,miu001317140
001317866,MIU,MIU,miu001317866
001317869,MIU,MIU,miu001317869
001317902,MIU,MIU,miu001317902
001317975,MIU,MIU,miu001317975
001317982,MIU,MIU,miu001317982
001318008,MIU,MIU,miu001318008
001318289,MIU,MIU,miu001318289
001318464,MIU,MIU,miu001318464
001318469,MIU,MIU,miu001318469
001318509,MIU,MIU,miu001318509
001318574,MIU,MIU,miu001318574
001318823,MIU,MIU,miu001318823
001318854,MIU,MIU,miu001318854
001318901,MIU,MIU,miu001318901
001319178,MIU,MIU,miu001319178
001319335,MIU,MIU,miu001319335
001319399,MIU,MIU,miu001319399
001319507,MIU,MIU,miu001319507
001319512,MIU,MIU,miu001319512
001319562,MIU,MIU,miu001319562
001319574,MIU,MIU,miu001319574
001319608,MIU,MIU,miu001319608
001319609,MIU,MIU,miu001319609
001319611,MIU,MIU,miu001319611
001319704,MIU,MIU,miu001319704
001319877,MIU,MIU,miu001319877
001320086,MIU,MIU,miu001320086
001320106,MIU,MIU,miu001320106
001320152,MIU,MIU,miu001320152
001320180,MIU,MIU,miu001320180
001320258,MIU,MIU,miu001320258
001320277,MIU,MIU,miu001320277
001320386,MIU,MIU,miu001320386
001320431,MIU,MIU,miu001320431
001320469,MIU,MIU,miu001320469
001320556,MIU,MIU,miu001320556
001320769,MIU,MIU,miu001320769
001320869,MIU,MIU,miu001320869
001321313,MIU,MIU,miu001321313
001321416,MIU,MIU,miu001321416
001321570,MIU,MIU,miu001321570
001321818,MIU,MIU,miu001321818
001322393,MIU,MIU,miu001322393
001322623,MIU,MIU,miu001322623
001322692,MIU,MIU,miu001322692
001322694,MIU,MIU,miu001322694
001322735,MIU,MIU,miu001322735
001322748,MIU,MIU,miu001322748
001322756,MIU,MIU,miu001322756
001322757,MIU,MIU,miu001322757
001322758,MIU,MIU,miu001322758
001322793,MIU,MIU,miu001322793
001322808,MIU,MIU,miu001322808
001322814,MIU,MIU,miu001322814
001322821,MIU,MIU,miu001322821
001322822,MIU,MIU,miu001322822
001322843,MIU,MIU,miu001322843
001322854,MIU,MIU,miu001322854
001322868,MIU,MIU,miu001322868
001322869,MIU,MIU,miu001322869
001322870,MIU,MIU,miu001322870
001322871,MIU,MIU,miu001322871
001322873,MIU,MIU,miu001322873
001322879,MIU,MIU,miu001322879
001322880,MIU,MIU,miu001322880
001322881,MIU,MIU,miu001322881
001322882,MIU,MIU,miu001322882
001322886,MIU,MIU,miu001322886
001322887,MIU,MIU,miu001322887
001322908,MIU,MIU,miu001322908
001322928,MIU,MIU,miu001322928
001322951,MIU,MIU,miu001322951
001322999,MIU,MIU,miu001322999
001323034,MIU,MIU,miu001323034
001323190,MIU,MIU,miu001323190
001323471,MIU,MIU,miu001323471
001323472,MIU,MIU,miu001323472
001323597,MIU,MIU,miu001323597
001323599,MIU,MIU,miu001323599
001323602,MIU,MIU,miu001323602
001323603,MIU,MIU,miu001323603
001323710,MIU,MIU,miu001323710
001323850,MIU,MIU,miu001323850
001323850,MIU,GWLA,miu001323850
001323986,MIU,MIU,miu001323986
001324049,MIU,MIU,miu001324049
001324099,MIU,MIU,miu001324099
001324122,MIU,MIU,miu001324122
001324123,MIU,MIU,miu001324123
001324126,MIU,MIU,miu001324126
001324137,MIU,MIU,miu001324137
001324142,MIU,MIU,miu001324142
001324143,MIU,MIU,miu001324143
001324148,MIU,MIU,miu001324148
001324175,MIU,MIU,miu001324175
001324264,MIU,MIU,miu001324264
001324613,MIU,MIU,miu001324613
001324614,MIU,MIU,miu001324614
001324748,MIU,MIU,miu001324748
001324778,MIU,MIU,miu001324778
001324835,MIU,MIU,miu001324835
001324855,MIU,MIU,miu001324855
001324964,MIU,MIU,miu001324964
001324970,MIU,MIU,miu001324970
001324970,MIU,UMDB,miu001324970
001325008,MIU,MIU,miu001325008
001325024,MIU,MIU,miu001325024
001325109,MIU,MIU,miu001325109
001325110,MIU,MIU,miu001325110
001325117,MIU,MIU,miu001325117
001325168,MIU,MIU,miu001325168
001325177,MIU,MIU,miu001325177
001325178,MIU,MIU,miu001325178
001325216,MIU,MIU,miu001325216
001325231,MIU,MIU,miu001325231
001325235,MIU,MIU,miu001325235
001325245,MIU,MIU,miu001325245
001325248,MIU,MIU,miu001325248
001325258,MIU,MIU,miu001325258
001325265,MIU,MIU,miu001325265
001325278,MIU,MIU,miu001325278
001325279,MIU,MIU,miu001325279
001325280,MIU,MIU,miu001325280
001325281,MIU,MIU,miu001325281
001325282,MIU,MIU,miu001325282
001325283,MIU,MIU,miu001325283
001325284,MIU,MIU,miu001325284
001325285,MIU,MIU,miu001325285
001325289,MIU,MIU,miu001325289
001325290,MIU,MIU,miu001325290
001325296,MIU,MIU,miu001325296
001325310,MIU,MIU,miu001325310
001325311,MIU,MIU,miu001325311
001325320,MIU,MIU,miu001325320
001325325,MIU,MIU,miu001325325
001325326,MIU,MIU,miu001325326
001325327,MIU,MIU,miu001325327
001325330,MIU,MIU,miu001325330
001325338,MIU,MIU,miu001325338
001325342,MIU,MIU,miu001325342
001325344,MIU,MIU,miu001325344
001325352,MIU,MIU,miu001325352
001325353,MIU,MIU,miu001325353
001325354,MIU,MIU,miu001325354
001325362,MIU,MIU,miu001325362
001325380,MIU,MIU,miu001325380
001325429,MIU,MIU,miu001325429
001325492,MIU,MIU,miu001325492
001325660,MIU,MIU,miu001325660
001325718,MIU,MIU,miu001325718
001325807,MIU,MIU,miu001325807
001325808,MIU,MIU,miu001325808
001325845,MIU,MIU,miu001325845
001325887,MIU,MIU,miu001325887
001325972,MIU,MIU,miu001325972
001326111,MIU,MIU,miu001326111
001326154,MIU,MIU,miu001326154
001326216,MIU,MIU,miu001326216
001326229,MIU,MIU,miu001326229
001326243,MIU,MIU,miu001326243
001326244,MIU,MIU,miu001326244
001326249,MIU,MIU,miu001326249
001326361,MIU,MIU,miu001326361
001326385,MIU,MIU,miu001326385
001326402,MIU,MIU,miu001326402
001326410,MIU,MIU,miu001326410
001326482,MIU,MIU,miu001326482
001326494,MIU,MIU,miu001326494
001326525,MIU,MIU,miu001326525
001326527,MIU,MIU,miu001326527
001326545,MIU,MIU,miu001326545
001326634,MIU,MIU,miu001326634
001326656,MIU,MIU,miu001326656
001326858,MIU,MIU,miu001326858
001327700,MIU,MIU,miu001327700
001333041,MIU,MIU,miu001333041
001334843,MIU,MIU,miu001334843
001336205,MIU,MIU,miu001336205
001339290,MIU,MIU,miu001339290
001339307,MIU,MIU,miu001339307
001339313,MIU,MIU,miu001339313
001339317,MIU,MIU,miu001339317
001339319,MIU,MIU,miu001339319
001339322,MIU,MIU,miu001339322
001339323,MIU,MIU,miu001339323
001339324,MIU,MIU,miu001339324
001339326,MIU,MIU,miu001339326
001339334,MIU,MIU,miu001339334
001339335,MIU,MIU,miu001339335
